txt_r1,txt_r5,txt_r10,txt_r_mean,img_r1,img_r5,img_r10,img_r_mean,r_mean,agg_metrics,model_size,visual_encoder_block_modules,visual_encoder_block_indices,visual_encoder_block_weight_bits,qformer_layer_indices,qformer_self_attention_modules,qformer_self_attention_weight_bits,qformer_cross_attention_modules,qformer_cross_attention_weight_bits,qformer_text_ff_modules,qformer_text_ff_weight_bits,qformer_img_ff_modules,qformer_img_ff_weight_bits,job_batch,vit_attn,vit_ff,vit_front_blocks,vit_middle_blocks,vit_end_blocks,vit_weight_bits,qformer_front_blocks,qformer_middle_blocks,qformer_end_blocks,qformer_self_attn,qformer_cross_attn,qformer_text_ff,qformer_img_ff,qformer_weight_bits,Quantized Portion
34.4,55.8,62.9,51.03333333333333,15.12,31.92,39.98,29.006666666666664,40.019999999999996,51.03333333333333,3928.206964,"['qkv', 'proj']","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38]",4.0,"[0, 1, 2, 3, 8, 9, 10, 11]",,4.0,,4.0,"['intermediate', 'output']",4.0,,4.0,nbit_flickr_4_2,True,False,True,False,True,4.0,True,False,True,False,False,True,False,4.0,ViT + Q-Former
34.6,55.1,63.2,50.96666666666667,15.62,32.78,41.66,30.02,40.49333333333333,50.96666666666667,4659.575028,,,,"[0, 1, 2, 3]","['query', 'key', 'value', 'dense']",4.0,"['query', 'key', 'value', 'dense']",4.0,"['intermediate', 'output']",4.0,,4.0,nbit_qformer,False,False,False,False,False,,True,False,False,True,True,True,False,4.0,Q-Former
34.6,55.9,64.1,51.53333333333333,15.58,32.74,41.2,29.840000000000003,40.68666666666667,51.53333333333333,4298.702516,"['qkv', 'proj']","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",4.0,"[0, 1, 2, 3]","['query', 'key', 'value', 'dense']",4.0,"['query', 'key', 'value', 'dense']",4.0,"['intermediate', 'output']",4.0,,4.0,nbit_flickr_4_2,True,False,True,False,False,4.0,True,False,False,True,True,True,False,4.0,ViT + Q-Former
35.4,55.7,63.9,51.666666666666664,15.8,32.94,41.9,30.213333333333328,40.94,51.666666666666664,4232.588468,"['qkv', 'proj']","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",4.0,"[0, 1, 2, 3]","['query', 'key', 'value', 'dense']",4.0,"['query', 'key', 'value', 'dense']",4.0,"['intermediate', 'output']",4.0,"['intermediate_query', 'output_query']",4.0,nbit_flickr_4_2,True,False,True,False,False,4.0,True,False,False,True,True,True,True,4.0,ViT + Q-Former
35.4,56.2,64.6,52.06666666666666,16.62,33.64,41.54,30.600000000000005,41.333333333333336,52.06666666666666,3567.631476,"['qkv', 'proj', 'fc1', 'fc2']","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",4.0,"[0, 1, 2, 3]",,4.0,,4.0,"['intermediate', 'output']",4.0,,4.0,nbit_flickr_4_2,True,True,True,False,False,4.0,True,False,False,False,False,True,False,4.0,ViT + Q-Former
35.5,56.7,64.9,52.366666666666674,16.62,33.8,42.02,30.813333333333333,41.59,52.366666666666674,4716.066036,,,,"[0, 1, 2, 3]",,4.0,,4.0,"['intermediate', 'output']",4.0,,4.0,nbit_qformer,False,False,False,False,False,,True,False,False,False,False,True,False,4.0,Q-Former
35.6,54.6,63.2,51.13333333333333,16.42,33.72,42.24,30.793333333333333,40.96333333333333,51.13333333333333,4517.723892,,,,"[0, 1, 2, 3, 8, 9, 10, 11]",,4.0,,4.0,"['intermediate', 'output']",4.0,"['intermediate_query', 'output_query']",4.0,nbit_qformer,False,False,False,False,False,,True,False,True,False,False,True,True,4.0,Q-Former
35.6,56.7,64.7,52.333333333333336,16.84,33.98,42.1,30.97333333333333,41.653333333333336,52.333333333333336,3501.517428,"['qkv', 'proj', 'fc1', 'fc2']","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",4.0,"[0, 1, 2, 3]",,4.0,,4.0,"['intermediate', 'output']",4.0,"['intermediate_query', 'output_query']",4.0,nbit_flickr_4_2,True,True,True,False,False,4.0,True,False,False,False,False,True,True,4.0,ViT + Q-Former
35.8,56.2,63.2,51.73333333333333,15.98,32.8,41.14,29.973333333333333,40.85333333333333,51.73333333333333,4649.951988,,,,"[0, 1, 2, 3, 8, 9, 10, 11]",,4.0,,4.0,"['intermediate', 'output']",4.0,,4.0,nbit_qformer,False,False,False,False,False,,True,False,True,False,False,True,False,4.0,Q-Former
35.8,57.9,65.0,52.9,42.56,64.02,70.5,59.026666666666664,55.96333333333333,52.9,3746.156724,"['qkv', 'proj']","[13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38]",2.0,"[4, 5, 6, 7, 8, 9, 10, 11]","['query', 'key', 'value', 'dense']",2.0,"['query', 'key', 'value', 'dense']",2.0,,2.0,"['intermediate_query', 'output_query']",2.0,nbit_flickr_4_2,True,False,False,True,True,2.0,False,True,True,True,True,False,True,2.0,ViT + Q-Former
35.9,57.6,66.2,53.23333333333333,30.66,51.82,61.7,48.06,50.64666666666666,53.23333333333333,3746.156724,"['qkv', 'proj']","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38]",2.0,"[0, 1, 2, 3, 8, 9, 10, 11]","['query', 'key', 'value', 'dense']",2.0,"['query', 'key', 'value', 'dense']",2.0,,2.0,"['intermediate_query', 'output_query']",2.0,nbit_flickr_4_2,True,False,True,False,True,2.0,True,False,True,True,True,False,True,2.0,ViT + Q-Former
36.0,57.2,64.6,52.6,16.76,34.12,43.18,31.353333333333335,41.97666666666667,52.6,4289.079476,"['qkv', 'proj']","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",4.0,"[0, 1, 2, 3]",,4.0,,4.0,"['intermediate', 'output']",4.0,"['intermediate_query', 'output_query']",4.0,nbit_flickr_4_2,True,False,True,False,False,4.0,True,False,False,False,False,True,True,4.0,ViT + Q-Former
36.1,56.4,65.2,52.56666666666666,16.66,34.26,42.98,31.3,41.93333333333333,52.56666666666666,4649.951988,,,,"[0, 1, 2, 3]",,4.0,,4.0,"['intermediate', 'output']",4.0,"['intermediate_query', 'output_query']",4.0,nbit_qformer,False,False,False,False,False,,True,False,False,False,False,True,True,4.0,Q-Former
36.2,56.4,63.6,52.06666666666666,15.92,33.46,41.8,30.393333333333334,41.23,52.06666666666666,3928.503988,"['fc1', 'fc2']","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",4.0,"[0, 1, 2, 3]",,4.0,,4.0,"['intermediate', 'output']",4.0,,4.0,nbit_flickr_4_2,False,True,True,False,False,4.0,True,False,False,False,False,True,False,4.0,ViT + Q-Former
36.6,56.3,63.1,52.0,16.14,33.62,42.4,30.72,41.36,52.0,3862.38994,"['fc1', 'fc2']","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",4.0,"[0, 1, 2, 3]",,4.0,,4.0,"['intermediate', 'output']",4.0,"['intermediate_query', 'output_query']",4.0,nbit_flickr_4_2,False,True,True,False,False,4.0,True,False,False,False,False,True,True,4.0,ViT + Q-Former
36.6,57.4,64.7,52.9,16.32,33.84,42.64,30.933333333333337,41.91666666666667,52.9,4355.193524,"['qkv', 'proj']","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",4.0,"[0, 1, 2, 3]",,4.0,,4.0,"['intermediate', 'output']",4.0,,4.0,nbit_flickr_4_2,True,False,True,False,False,4.0,True,False,False,False,False,True,False,4.0,ViT + Q-Former
37.1,52.4,57.6,49.03333333333333,18.82,31.58,36.94,29.113333333333333,39.07333333333333,49.03333333333333,2107.872756,"['qkv', 'proj', 'fc1', 'fc2']","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",4.0,"[0, 1, 2, 3, 4, 5, 6, 7]","['query', 'key', 'value', 'dense']",4.0,"['query', 'key', 'value', 'dense']",4.0,"['intermediate', 'output']",4.0,"['intermediate_query', 'output_query']",4.0,nbit_flickr_4_2,True,True,True,True,False,4.0,True,True,False,True,True,True,True,4.0,ViT + Q-Former
37.5,53.9,59.2,50.20000000000001,19.6,33.08,37.96,30.213333333333335,40.20666666666667,50.20000000000001,2240.100852,"['qkv', 'proj', 'fc1', 'fc2']","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",4.0,"[0, 1, 2, 3, 4, 5, 6, 7]","['query', 'key', 'value', 'dense']",4.0,"['query', 'key', 'value', 'dense']",4.0,"['intermediate', 'output']",4.0,,4.0,nbit_flickr_4_2,True,True,True,True,False,4.0,True,True,False,True,True,True,False,4.0,ViT + Q-Former
38.4,54.1,59.1,50.53333333333333,19.06,32.5,37.98,29.846666666666664,40.19,50.53333333333333,2829.61778,"['fc1', 'fc2']","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",4.0,"[0, 1, 2, 3, 4, 5, 6, 7]","['query', 'key', 'value', 'dense']",4.0,"['query', 'key', 'value', 'dense']",4.0,"['intermediate', 'output']",4.0,"['intermediate_query', 'output_query']",4.0,nbit_flickr_4_2,False,True,True,True,False,4.0,True,True,False,True,True,True,True,4.0,ViT + Q-Former
38.4,55.3,59.5,51.06666666666666,20.9,34.32,39.8,31.673333333333332,41.37,51.06666666666666,2220.854772,"['qkv', 'proj', 'fc1', 'fc2']","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",4.0,"[0, 1, 2, 3, 4, 5, 6, 7]",,4.0,,4.0,"['intermediate', 'output']",4.0,"['intermediate_query', 'output_query']",4.0,nbit_flickr_4_2,True,True,True,True,False,4.0,True,True,False,False,False,True,True,4.0,ViT + Q-Former
39.0,55.4,60.3,51.56666666666666,20.04,34.1,39.26,31.133333333333336,41.35,51.56666666666666,2961.845876,"['fc1', 'fc2']","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",4.0,"[0, 1, 2, 3, 4, 5, 6, 7]","['query', 'key', 'value', 'dense']",4.0,"['query', 'key', 'value', 'dense']",4.0,"['intermediate', 'output']",4.0,,4.0,nbit_flickr_4_2,False,True,True,True,False,4.0,True,True,False,True,True,True,False,4.0,ViT + Q-Former
39.1,55.8,60.5,51.800000000000004,21.5,35.52,40.9,32.64,42.22,51.800000000000004,2353.082868,"['qkv', 'proj', 'fc1', 'fc2']","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",4.0,"[0, 1, 2, 3, 4, 5, 6, 7]",,4.0,,4.0,"['intermediate', 'output']",4.0,,4.0,nbit_flickr_4_2,True,True,True,True,False,4.0,True,True,False,False,False,True,False,4.0,ViT + Q-Former
39.8,56.1,61.3,52.4,20.92,35.64,41.2,32.586666666666666,42.49333333333333,52.4,2942.599796,"['fc1', 'fc2']","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",4.0,"[0, 1, 2, 3, 4, 5, 6, 7]",,4.0,,4.0,"['intermediate', 'output']",4.0,"['intermediate_query', 'output_query']",4.0,nbit_flickr_4_2,False,True,True,True,False,4.0,True,True,False,False,False,True,True,4.0,ViT + Q-Former
40.0,56.7,62.6,53.1,21.82,36.96,42.52,33.76666666666667,43.43333333333334,53.1,3074.827892,"['fc1', 'fc2']","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",4.0,"[0, 1, 2, 3, 4, 5, 6, 7]",,4.0,,4.0,"['intermediate', 'output']",4.0,,4.0,nbit_flickr_4_2,False,True,True,True,False,4.0,True,True,False,False,False,True,False,4.0,ViT + Q-Former
48.1,67.3,72.1,62.5,23.66,39.08,44.94,35.89333333333333,49.196666666666665,62.5,3133.405236,"['qkv', 'proj']","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38]",4.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","['query', 'key', 'value', 'dense']",4.0,"['query', 'key', 'value', 'dense']",4.0,"['intermediate', 'output']",4.0,"['intermediate_query', 'output_query']",4.0,nbit_flickr_4_2,True,False,True,True,True,4.0,True,True,True,True,True,True,True,4.0,ViT + Q-Former
49.1,70.5,76.3,65.3,44.14,67.78,76.1,62.673333333333325,63.986666666666665,65.3,3887.829684,"['qkv', 'proj']","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38]",2.0,"[0, 1, 2, 3, 8, 9, 10, 11]","['query', 'key', 'value', 'dense']",2.0,"['query', 'key', 'value', 'dense']",2.0,,2.0,,2.0,nbit_flickr_4_2,True,False,True,False,True,2.0,True,False,True,True,True,False,False,2.0,ViT + Q-Former
49.3,66.7,72.1,62.699999999999996,24.42,39.56,45.38,36.45333333333334,49.57666666666667,62.699999999999996,4216.022772,,,,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","['query', 'key', 'value', 'dense']",4.0,"['query', 'key', 'value', 'dense']",4.0,"['intermediate', 'output']",4.0,"['intermediate_query', 'output_query']",4.0,nbit_qformer,False,False,False,False,False,,True,True,True,True,True,True,True,4.0,Q-Former
50.1,67.5,72.2,63.26666666666667,24.66,40.18,45.94,36.92666666666667,50.09666666666667,63.26666666666667,3331.74738,"['qkv', 'proj']","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38]",4.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","['query', 'key', 'value', 'dense']",4.0,"['query', 'key', 'value', 'dense']",4.0,"['intermediate', 'output']",4.0,,4.0,nbit_flickr_4_2,True,False,True,True,True,4.0,True,True,True,True,True,True,False,4.0,ViT + Q-Former
50.8,75.4,81.7,69.3,48.92,71.0,78.36,66.09333333333333,67.69666666666666,69.3,4519.454964,,,,"[4, 5, 6, 7, 8, 9, 10, 11]","['query', 'key', 'value', 'dense']",2.0,"['query', 'key', 'value', 'dense']",2.0,,2.0,"['intermediate_query', 'output_query']",2.0,nbit_qformer,False,False,False,False,False,,False,True,True,True,True,False,True,2.0,Q-Former
50.9,66.9,71.8,63.20000000000001,23.92,38.14,43.9,35.32,49.260000000000005,63.20000000000001,3682.996852,"['qkv', 'proj']","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",4.0,"[0, 1, 2, 3, 4, 5, 6, 7]","['query', 'key', 'value', 'dense']",4.0,"['query', 'key', 'value', 'dense']",4.0,"['intermediate', 'output']",4.0,"['intermediate_query', 'output_query']",4.0,nbit_flickr_4_2,True,False,True,True,False,4.0,True,True,False,True,True,True,True,4.0,ViT + Q-Former
51.3,67.4,71.3,63.333333333333336,24.62,39.34,45.0,36.32,49.82666666666667,63.333333333333336,3815.224948,"['qkv', 'proj']","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",4.0,"[0, 1, 2, 3, 4, 5, 6, 7]","['query', 'key', 'value', 'dense']",4.0,"['query', 'key', 'value', 'dense']",4.0,"['intermediate', 'output']",4.0,,4.0,nbit_flickr_4_2,True,False,True,True,False,4.0,True,True,False,True,True,True,False,4.0,ViT + Q-Former
51.6,66.4,71.2,63.06666666666666,24.06,38.24,43.82,35.373333333333335,49.22,63.06666666666666,4404.741876,,,,"[0, 1, 2, 3, 4, 5, 6, 7]","['query', 'key', 'value', 'dense']",4.0,"['query', 'key', 'value', 'dense']",4.0,"['intermediate', 'output']",4.0,"['intermediate_query', 'output_query']",4.0,nbit_qformer,False,False,False,False,False,,True,True,False,True,True,True,True,4.0,Q-Former
51.6,69.0,72.8,64.46666666666665,25.88,41.86,47.52,38.419999999999995,51.44333333333333,64.46666666666665,3302.87826,"['qkv', 'proj']","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38]",4.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",,4.0,,4.0,"['intermediate', 'output']",4.0,"['intermediate_query', 'output_query']",4.0,nbit_flickr_4_2,True,False,True,True,True,4.0,True,True,True,False,False,True,True,4.0,ViT + Q-Former
51.9,67.1,72.3,63.76666666666667,25.26,40.58,46.12,37.32,50.54333333333334,63.76666666666667,4414.364916,,,,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","['query', 'key', 'value', 'dense']",4.0,"['query', 'key', 'value', 'dense']",4.0,"['intermediate', 'output']",4.0,,4.0,nbit_qformer,False,False,False,False,False,,True,True,True,True,True,True,False,4.0,Q-Former
52.1,66.9,71.5,63.5,25.16,39.36,44.5,36.339999999999996,49.92,63.5,4536.969972,,,,"[0, 1, 2, 3, 4, 5, 6, 7]","['query', 'key', 'value', 'dense']",4.0,"['query', 'key', 'value', 'dense']",4.0,"['intermediate', 'output']",4.0,,4.0,nbit_qformer,False,False,False,False,False,,True,True,False,True,True,True,False,4.0,Q-Former
53.0,75.8,83.2,70.66666666666667,19.46,34.14,43.26,32.28666666666667,51.476666666666674,70.66666666666667,3872.01298,"['fc1', 'fc2']","[13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",4.0,"[4, 5, 6, 7]","['query', 'key', 'value', 'dense']",4.0,"['query', 'key', 'value', 'dense']",4.0,"['intermediate', 'output']",4.0,,4.0,nbit_flickr_4_2,False,True,False,True,False,4.0,False,True,False,True,True,True,False,4.0,ViT + Q-Former
53.2,68.7,74.6,65.5,26.54,42.34,47.78,38.88666666666666,52.19333333333333,65.5,4385.495796,,,,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",,4.0,,4.0,"['intermediate', 'output']",4.0,"['intermediate_query', 'output_query']",4.0,nbit_qformer,False,False,False,False,False,,True,True,True,False,False,True,True,4.0,Q-Former
53.3,69.0,74.4,65.56666666666666,26.3,41.58,47.18,38.35333333333333,51.959999999999994,65.56666666666666,4517.723892,,,,"[0, 1, 2, 3, 4, 5, 6, 7]",,4.0,,4.0,"['intermediate', 'output']",4.0,"['intermediate_query', 'output_query']",4.0,nbit_qformer,False,False,False,False,False,,True,True,False,False,False,True,True,4.0,Q-Former
53.4,69.3,74.7,65.8,26.68,42.74,48.52,39.31333333333333,52.556666666666665,65.8,3501.220404,"['qkv', 'proj']","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38]",4.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",,4.0,,4.0,"['intermediate', 'output']",4.0,,4.0,nbit_flickr_4_2,True,False,True,True,True,4.0,True,True,True,False,False,True,False,4.0,ViT + Q-Former
53.6,75.5,83.6,70.89999999999999,19.86,34.38,43.66,32.63333333333333,51.766666666666666,70.89999999999999,3805.898932,"['fc1', 'fc2']","[13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",4.0,"[4, 5, 6, 7]","['query', 'key', 'value', 'dense']",4.0,"['query', 'key', 'value', 'dense']",4.0,"['intermediate', 'output']",4.0,"['intermediate_query', 'output_query']",4.0,nbit_flickr_4_2,False,True,False,True,False,4.0,False,True,False,True,True,True,True,4.0,ViT + Q-Former
53.7,76.9,83.5,71.36666666666667,19.88,34.1,43.42,32.46666666666667,51.91666666666667,71.36666666666667,3511.140468,"['qkv', 'proj', 'fc1', 'fc2']","[13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",4.0,"[4, 5, 6, 7]","['query', 'key', 'value', 'dense']",4.0,"['query', 'key', 'value', 'dense']",4.0,"['intermediate', 'output']",4.0,,4.0,nbit_flickr_4_2,True,True,False,True,False,4.0,False,True,False,True,True,True,False,4.0,ViT + Q-Former
53.8,69.2,74.1,65.7,25.88,41.58,47.56,38.339999999999996,52.019999999999996,65.7,3795.978868,"['qkv', 'proj']","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",4.0,"[0, 1, 2, 3, 4, 5, 6, 7]",,4.0,,4.0,"['intermediate', 'output']",4.0,"['intermediate_query', 'output_query']",4.0,nbit_flickr_4_2,True,False,True,True,False,4.0,True,True,False,False,False,True,True,4.0,ViT + Q-Former
54.0,75.8,84.1,71.3,20.64,35.62,45.32,33.86,52.58,71.3,3862.38994,"['fc1', 'fc2']","[13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",4.0,"[4, 5, 6, 7]",,4.0,,4.0,"['intermediate', 'output']",4.0,"['intermediate_query', 'output_query']",4.0,nbit_flickr_4_2,False,True,False,True,False,4.0,False,True,False,False,False,True,True,4.0,ViT + Q-Former
54.3,76.1,83.9,71.43333333333332,20.24,35.6,45.4,33.74666666666667,52.589999999999996,71.43333333333332,3928.503988,"['fc1', 'fc2']","[13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",4.0,"[4, 5, 6, 7]",,4.0,,4.0,"['intermediate', 'output']",4.0,,4.0,nbit_flickr_4_2,False,True,False,True,False,4.0,False,True,False,False,False,True,False,4.0,ViT + Q-Former
54.3,77.2,84.6,72.03333333333333,20.98,36.22,45.46,34.22,53.126666666666665,72.03333333333333,3501.517428,"['qkv', 'proj', 'fc1', 'fc2']","[13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",4.0,"[4, 5, 6, 7]",,4.0,,4.0,"['intermediate', 'output']",4.0,"['intermediate_query', 'output_query']",4.0,nbit_flickr_4_2,True,True,False,True,False,4.0,False,True,False,False,False,True,True,4.0,ViT + Q-Former
54.4,76.5,84.1,71.66666666666667,20.56,35.96,45.34,33.95333333333333,52.81,71.66666666666667,3567.631476,"['qkv', 'proj', 'fc1', 'fc2']","[13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",4.0,"[4, 5, 6, 7]",,4.0,,4.0,"['intermediate', 'output']",4.0,,4.0,nbit_flickr_4_2,True,True,False,True,False,4.0,False,True,False,False,False,True,False,4.0,ViT + Q-Former
54.6,69.5,74.6,66.23333333333333,26.88,42.62,48.1,39.199999999999996,52.71666666666667,66.23333333333333,3928.206964,"['qkv', 'proj']","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",4.0,"[0, 1, 2, 3, 4, 5, 6, 7]",,4.0,,4.0,"['intermediate', 'output']",4.0,,4.0,nbit_flickr_4_2,True,False,True,True,False,4.0,True,True,False,False,False,True,False,4.0,ViT + Q-Former
54.6,74.3,78.9,69.26666666666667,46.8,67.16,75.18,63.04666666666666,66.15666666666667,69.26666666666667,3867.208884,"['qkv', 'proj']","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38]",2.0,"[0, 1, 2, 3, 8, 9, 10, 11]",,2.0,,2.0,,2.0,"['intermediate_query', 'output_query']",2.0,nbit_flickr_4_2,True,False,True,False,True,2.0,True,False,True,False,False,False,True,2.0,ViT + Q-Former
54.6,78.3,86.4,73.10000000000001,19.8,39.42,50.28,36.5,54.800000000000004,73.10000000000001,3682.996852,"['qkv', 'proj']","[13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38]",4.0,"[4, 5, 6, 7, 8, 9, 10, 11]","['query', 'key', 'value', 'dense']",4.0,"['query', 'key', 'value', 'dense']",4.0,"['intermediate', 'output']",4.0,"['intermediate_query', 'output_query']",4.0,nbit_flickr_4_2,True,False,False,True,True,4.0,False,True,True,True,True,True,True,4.0,ViT + Q-Former
54.6,78.6,85.7,72.96666666666665,20.46,40.1,51.32,37.29333333333333,55.129999999999995,72.96666666666665,3815.224948,"['qkv', 'proj']","[13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38]",4.0,"[4, 5, 6, 7, 8, 9, 10, 11]","['query', 'key', 'value', 'dense']",4.0,"['query', 'key', 'value', 'dense']",4.0,"['intermediate', 'output']",4.0,,4.0,nbit_flickr_4_2,True,False,False,True,True,4.0,False,True,True,True,True,True,False,4.0,ViT + Q-Former
54.8,76.2,83.6,71.53333333333333,20.32,34.9,44.06,33.093333333333334,52.31333333333333,71.53333333333333,3445.02642,"['qkv', 'proj', 'fc1', 'fc2']","[13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",4.0,"[4, 5, 6, 7]","['query', 'key', 'value', 'dense']",4.0,"['query', 'key', 'value', 'dense']",4.0,"['intermediate', 'output']",4.0,"['intermediate_query', 'output_query']",4.0,nbit_flickr_4_2,True,True,False,True,False,4.0,False,True,False,True,True,True,True,4.0,ViT + Q-Former
55.2,69.8,74.6,66.53333333333333,27.72,42.48,48.2,39.46666666666666,53.0,66.53333333333333,4649.951988,,,,"[0, 1, 2, 3, 4, 5, 6, 7]",,4.0,,4.0,"['intermediate', 'output']",4.0,,4.0,nbit_qformer,False,False,False,False,False,,True,True,False,False,False,True,False,4.0,Q-Former
55.2,71.0,75.9,67.36666666666667,27.72,43.04,48.82,39.85999999999999,53.61333333333333,67.36666666666667,4583.83794,,,,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",,4.0,,4.0,"['intermediate', 'output']",4.0,,4.0,nbit_qformer,False,False,False,False,False,,True,True,True,False,False,True,False,4.0,Q-Former
56.5,79.1,87.6,74.39999999999999,21.36,41.32,52.56,38.413333333333334,56.406666666666666,74.39999999999999,4536.969972,,,,"[4, 5, 6, 7, 8, 9, 10, 11]","['query', 'key', 'value', 'dense']",4.0,"['query', 'key', 'value', 'dense']",4.0,"['intermediate', 'output']",4.0,,4.0,nbit_qformer,False,False,False,False,False,,False,True,True,True,True,True,False,4.0,Q-Former
